Conversation	Speaker	Transcript
Spoken_1	Clerk	Hello this is , ah , Pizza Palace how can I help you ?
Spoken_1	User	Hi , I just wanted to see if I can place an order for <modality> delivery </modality> . ( Clears throat )
Spoken_1	Clerk	Okay , um what time would you need this ?
Spoken_1	User	Um , I 'm looking for around 5 o'clock .
Spoken_1	Clerk	Okay , 5 o'clock . ( pause )
Spoken_1	Clerk	And you 're looking for <modality> delivery </modality> right ? Uh can you tell me your neighborhood your , address ?
Spoken_1	User	Yeah for sure , so I 'm right next to Greenlake , I 'm at 555 , um , Green Lake Avenue ( clears throat ) and the zip code is <numeric> 98103 </numeric>
Spoken_1	Clerk	Okay , 98103 . Ah , just to confirm that was 555 Greenwood Avenue , um and what was the ZIP code again sorry ? ( I kind of interrupted here , need to see if I can figure out what I said . )
Spoken_1	User	Oh it 's ah , 98103 and it 's actually Green *lake* avenue .
Spoken_1	Clerk	Green *lake* avenue , my bad , Green lake avenue . And 9183 ?
Spoken_1	User	<address> Ah 9.. 98103 </address>
Spoken_1	Clerk	98103 , sorry about that . And what can I get you today ?
Spoken_1	User	Um okay , so I have about 6 people and I 'm wondering how many pizzas I should get in order to feed six people . They 're all adults , ah , nobody has any dietary restrictions or anything like that but I just want to make sure I order enough food
Spoken_1	Clerk	okay so you said six people right ? Um ,
Spoken_1	User	( clears throat )
Spoken_1	Clerk	One of our pizzas usually feeds about 4 . Ah , they 're usually , ah , 15 inches , um so I would recommend maybe <quant> one </quant> <size> large </size> and <quant> one </quant> <size> small </size> ? Ah , we do n't have a <size> medium </size> .
Spoken_1	User	Okay . Ooookay . I think ... what I 'll do I 'll probably get <quant> 2 </quant> <size> larges </size> then just to make suuure and then if anybody wants extra there 'll be enough . Okay so I will get ... . sorry I 'm pulling up the menu . ( Pause ) Um ... ( clears throat ) Okay can I get one of the large um Thai chicken pizzas ... ah , and can I get no cilantro on that ?
Spoken_1	Clerk	Okay , <quant> one </quant> <size> large </size> Thai chicken without cilantro '' ,
Spoken_1	User	Mm-hm
Spoken_1	Clerk	And what are we doing for the second one ?
Spoken_1	User	And then the second one is gon na be um the complete combo
Spoken_1	Clerk	Complete ... combo . All right and that is a <size> small </size> correct , 10 inch ?
Spoken_1	User	Um.. actually I 'm going to do a <size> large </size> for that one . So it 's gon na be ...
Spoken_1	Clerk	So 2 larges
Spoken_1	User	Mm-hm
Spoken_1	Clerk	Okay . So I have a <size> large </size> ah , complete.. combo and a <size> large </size> <pizza_type> Thai </pizza_type> chicken no cilantro . Anything else ?
Spoken_1	User	Ahhh.. that 's gon na be it !
Spoken_1	Clerk	Alright , your total is going to be.. ah , $ 40 .
Spoken_1	User	Okay . All right so I 'm going to be paying with a Visa .
Spoken_1	Clerk	Okay
Spoken_1	User	Um , my card number is <numeric> 1 2 3 4 5 </numeric> . ( Clear throat )
Spoken_1	Clerk	<address> 1 2 3 4 5 </address>
Spoken_1	User	And expiration is ah <numeric> 0 1 2 0 </numeric>
Spoken_1	Clerk	<numeric> 0 1 2 0 </numeric>
Spoken_1	User	And then the ... do you need the CV or that.. that security code on the back ?
Spoken_1	Clerk	Oh no , that 's okay .
Spoken_1	User	Okay
Spoken_1	Clerk	Alright , and it looks like we 're good . And we 'll see you around 5 ah , 5 o'clock . Thank you very much !
Spoken_1	User	Okay , thank you !
Spoken_2	Clerk	Hi , thanks for calling Pizza Palace , how can I help you .
Spoken_2	User	Uh hello , um --
Spoken_2	Clerk	Yes
Spoken_2	User	Uh how soon are your orders ready -- right now ?
Spoken_2	Clerk	Umm , we ’ re pretty busy right now , so we ’ re saying the pizzas are gon na take about an hour and fifteen minutes . Um also kinda depends on where you live .
Spoken_2	User	Um , okay- You ’ re open for <modality> pick up </modality> right , or does it have to be <modality> delivery </modality>
Spoken_2	Clerk	Yes , we are open for <modality> pick up </modality> .
Spoken_2	User	Hmm okay . I guess I ’ l-l come in for <modality> pick up </modality> then , would 8:30 be too soon ?
Spoken_2	Clerk	Uh nope , we can , we can do that..let ’ s see it ’ s ... .it ’ s 7:30 right now , yeah for <modality> pickup </modality> , we can definitely do that within an hour .
Spoken_2	User	Okay , 8:30 ? Alright-
Spoken_2	Clerk	So our small pizzas are 10 ” , the mediums are 12 , and the larges are fifteen .
Spoken_2	User	Would you say , maybe <quant> three </quant> people is about 2.. mediums , or 2 smalls ?
Spoken_2	Clerk	I would probably go for <quant> 1 </quant> <size> medium </size> ... and <quant> 1 </quant> <size> small </size> . We say a <size> small </size> feeds like 1 to 2 people just depending on how hungry people are ,
Spoken_2	User	Okay , we ’ ll- we ’ ll do ... I think , a <size> small </size> and a <size> medium </size> . Uhh , <quant> 1 </quant> <size> small </size> <pizza_type> pepperoni </pizza_type> ... and uh1 medium of your *special* . And we ’ ll go ahead and do a Caesar salad , added to that as well .
Spoken_2	Clerk	Okay . Anything else I can get for you ?
Spoken_2	Clerk	Uh whichever you prefer
Spoken_2	User	Okay , uh I ’ ll go ahead and pay with my card when I <modality> pick up- </modality>
Spoken_2	Clerk	Okay-
Spoken_2	User	-and the order is for Jack .
Spoken_2	Clerk	Okay . Jack , you ’ re going to be picking up at eight-thirty ... Alright
Spoken_2	User	Okay , sounds good .
Spoken_2	Clerk	Okay we ’ ll see you at eight-thirty , your total is going to be forty dollars and eight cents .
Spoken_2	User	forty dollars.. ( mumbled )
Spoken_3	Clerk	Hello this is , uh , a Tomato-Tomahto .
Spoken_3	User	Hi uh , I wanted to see if I can ah , I place an order for <modality> delivery </modality> .
Spoken_3	Clerk	Uh , sure .
Spoken_3	User	Okay and um.. ( under breath , ‘ right ’ ) I have an allergy ah to nuts um --
Spoken_3	Clerk	-- whoa *or some noise ? * --
Spoken_3	User	I 'm I do n't imagine there 's a lot of nothing a pizza place but is th- is that something that um , if there 's any nuts in the building ah , does your kitchen can they make something without risking any cross contamination
Spoken_3	Clerk	Uh , yeah well we do n't have nuts here
Spoken_3	User	Okay okay great . Um… . so I ’ m going to get one pizza… um , with ah , sorry . One pizza with <topping> onions </topping> and <topping> green peppers </topping> and <topping> sausage </topping> . ( pause ) and I 'll do a <size> small </size> .
Spoken_3	Clerk	Okay . ( pause for about 10 seconds )
Spoken_3	User	Okay , um --
Spoken_3	Clerk	Wait , it was one pizza green <topping> onions </topping> and <topping> sausage </topping> .
Spoken_3	User	Yes . Ah… or <crust> regular </crust> <topping> onions </topping> and <topping> green peppers </topping> and <topping> sausage </topping> .
Spoken_3	Clerk	Okay regular <topping> onions </topping> regular .
Spoken_3	User	Regular onions , yeah .
Spoken_3	Clerk	Anything else
Spoken_3	User	Um , … and then can I also do some an order of garlic bread I with the --
Spoken_3	Clerk	Sorry we 're out of the <side> garlic bread </side> .
Spoken_3	User	Oh noooo . Okay no garlic bread . Ummmmm , okay I think I ’ ll do ah , some mozzarella sticks then .
Spoken_3	Clerk	We 're out of the mozzarella sticks .
Spoken_3	User	Oh man ! That sucks okay . Ummm , okay I will just stick with the pizza then , ummm and do you know --
Spoken_3	Clerk	okay --
Spoken_3	User	what the expected delivery time is ?
Spoken_3	Clerk	( Kind of exasperated sigh ) What 's uh , what 's your address where are we delivering to ?
Spoken_3	User	Oh , it 's ah.. It ’ s um , 555 Aurora Avenue .
Spoken_3	Clerk	5..5..5 1 what ?
Spoken_3	User	Aurora , Um , a-u-r-o-r-a .
Spoken_3	Clerk	r-o-r-a… okay . Ahhhh , let ’ s see . That would be… uh we can have it there innnnn one hour .
Spoken_3	User	Okay okay um… Okay that sounds good . um.. I 've got my credit card info if you 're ready .
Spoken_3	Clerk	Okay yeah okay .
Spoken_3	User	Okay , so it 's 1-2-3-4-5 it 's a master card
Spoken_3	Clerk	1-2-3-4-5
Spoken_3	User	and then the expiration is oh 1 - 22 .
Spoken_3	Clerk	Okay
Spoken_3	User	And then , um code on the back is ah 1-2-3 in case-
Spoken_3	Clerk	Okay I do n't need it .
Spoken_3	User	Okay
Spoken_3	Clerk	All right . Anything else
Spoken_3	User	Ahhh , nope that 's it… . thank you .
Spoken_3	Clerk	… .
Spoken_4	Clerk	Hi , thanks for calling ... uh Pizza Palace , how can I help you ?
Spoken_4	User	Uhhhh ... umm..are you ... only deliveries right now ?
Spoken_4	Clerk	Ahh- we ’ re doing *curbside pick-up* and deliveries .
Spoken_4	User	So can I come into the store ’ n order , or what ’ s the deal with that .
Spoken_4	Clerk	Uh so what we do actually is , we ’ ll have a table outside , and when you get the , uh , when you get to our place , you ... um , you just you just come up and give us your name , we ’ ll uh go inside and get your order and put it on the table , and then you can come and <modality> pick it up </modality>
Spoken_4	User	Ah , so I have to order ahead ?
Spoken_4	Clerk	Um , you can , if you want to , you can come in and place an order and then wait in your car ...
Spoken_4	User	Hmm ... okay , I ’ ll order ahead . Uh what toppings do you have
Spoken_4	Clerk	We have , we ’ ve got pepperoni- so for meats we have <topping> pepperoni </topping> , we have <topping> ham </topping> , <topping> sausage </topping> , and chicken ... And then um , for vegetables , we have <topping> olives </topping> , <topping> green peppers </topping> , onions-
Spoken_4	User	Do you have anchovies ? I like anchovies .
Spoken_4	Clerk	We do have anchovies , yes .
Spoken_4	User	I ’ ll do ... uhh ... what ’ s your <size> small </size>
Spoken_4	Clerk	Uh a <size> small </size> is ten inches , a <size> medium </size> is twelve , and a <size> large </size> is sixteen .
Spoken_4	User	We ’ ll do a <size> small </size> ... uh small with uh anchovies and pepperonis .
Spoken_4	Clerk	Okay ... Anything else we can get for you , we have drinks , something like that ?
Spoken_4	User	Uh ... I ’ m okay .
Spoken_4	Clerk	Okay .
Spoken_4	User	Uh ... and do you accept cash at the store ?
Spoken_4	Clerk	We do , yes , we can take cash .
Spoken_4	User	Okay , I ’ ll pay at the store .
Spoken_4	Clerk	Ok , we ’ ll have that ready for you in about- let ’ s see , we ’ re not that busy . Your total ’ s going to be , when you get here , is gon na be <address> fifteen ninety five- </address>
Spoken_4	User	fifteen ninety five ? ! Alright . I ’ ll see you then
Spoken_4	Clerk	Okay , thanks ! we ’ ll see you then .
Spoken_5	Clerk	Hello this is Pat 's pizzas and pastas.. how may I help you ?
Spoken_5	User	Um , hi I wanted to see if I can place an order for <modality> pick up </modality> ?
Spoken_5	Clerk	Absolutely .
Spoken_5	User	Okay um.. and what is the soonest that you can have uh , have a pizza ready , a pizza and a salad .
Spoken_5	Clerk	Okay let 's see here it 's uh , it ’ s 7:00 PM right now… uh , it 's after rush hour so I 'd say about 40 minutes .
Spoken_5	User	Okay great . Um , okay so what I 'd like to do if I can is get a um , a <size> medium </size> Hawaiian pizza .
Spoken_5	Clerk	Okay , medium Hawaiian .
Spoken_5	User	And a green salad . With ranch dressing .
Spoken_5	Clerk	Green salad with ranch dressing .
Spoken_5	User	And then um , do you have tiramisu ?
Spoken_5	Clerk	Ah… I 'm so sorry about that we do n't , but could I interest you in ah , cheese cake ?
Spoken_5	User	Sure --
Spoken_5	Clerk	We do have that
Spoken_5	User	We 'll do one of those . That sounds good .
Spoken_5	Clerk	Right one cheesecake .
Spoken_5	User	Okay and that 's gon na be it for me . Um… .
Spoken_5	Clerk	So is this a multiple part order
Spoken_5	User	Uh , nope ! Oh no sorry I meant yeah and that 's just gon na be it
Spoken_5	Clerk	Oh , okay
Spoken_5	User	Just one
Spoken_5	Clerk	All right . ( pause ) Okay can I have a name for the order
Spoken_5	User	Yeah Christina .
Spoken_5	Clerk	Okay , and we have a green salad with ranch dressing , our cheesecake and a medium… was white pizza ?
Spoken_5	User	Oh Hawaiian
Spoken_5	Clerk	Hawaiian pizza . I 'm so sorry about that . A medium Hawaiian pizza . And it 'll be ready at 7:40 .
Spoken_5	User	Okay and can you tell me so are you doing contact free <modality> pick up </modality> ? I just was wondering how that will work when I get there .
Spoken_5	Clerk	Oh yes absolutely . Um , we actually bring it out to the curb side so if you just call whenever you arrive we 'll have that ready for you
Spoken_5	User	okay terrific thank you so much I 'll be there at 7:40 . At some point
Spoken_5	Clerk	All right , 7:40 . Thank you
Spoken_5	User	thank you .
Spoken_6	Clerk	Hi , thanks for calling Pizza Palace , can you hold for a moment ?
Spoken_6	User	-- -
Spoken_6	Clerk	Hello ?
Spoken_6	User	Hello ? Hi .
Spoken_6	Clerk	Hi , can I put you on hold for one second ?
Spoken_6	User	Okay-
Spoken_6	Clerk	Okay , thank you so much .
Spoken_6	Clerk	Hi , thanks so much for holding , umm , how can I help you ?
Spoken_6	User	Ah yes , do you do catering ?
Spoken_6	Clerk	Ummm ... we *do* but the person who handles that is not here right now , they ’ re usually here earlier in the day , that ’ s gon na be our manager .
Spoken_6	User	Okay . Would it be possible to still right down my order in advance
Spoken_6	Clerk	Uh unfortunately , I ’ m really busy right now and I ’ m sorry and I- actually ,
Spoken_6	User	Ok , ummm ... I guess I ’ ll take the order address ... what was it , sorry ?
Spoken_6	Clerk	Umm ... the ... oh so the email address is orders at ... pizza palace dot com .
Spoken_6	User	Ok [ quiet ] , orders at pizza palace dot com , right ?
Spoken_6	Clerk	Mhm , yep . And you want to let them know what you are looking for and when you are looking , uh , to , to have that catered . And we do need at least like a 24 hr notice for catering orders
Spoken_6	User	Okay .
Spoken_6	Clerk	Anything else I can help you with ?
Spoken_6	User	Umm ... uh I guess that ’ s it ? Okay . I ’ ll write my order there .
Spoken_6	Clerk	Okay thanks , have a good night .
Spoken_6	User	Thank you .
Text_1	Clerk	Hi , welcome to Pizza Palace , what would you like to order today !
Text_1	User	Hi !
Text_1	User	sorry , hang on
Text_1	Clerk	Ok !
Text_1	User	I have a gluten allergy . Do you have gluten-free crust ?
Text_1	Clerk	Yes , we are happy to offer a new gluten-free crust ! We do need to give a disclaimer that all our pizzas are made in an enviroment where there may be some exposure to gluten , diary products , etc .
Text_1	Clerk	Would this be okay ?
Text_1	User	Okay sure that works , my allergy isn ’ t that bad .
Text_1	User	so I will have a <pizza_type> pepperoni </pizza_type> pizza with <topping> mushrooms </topping>
Text_1	User	<size> large </size> plz
Text_1	User	and a 2-liter of Coke
Text_1	Clerk	What kind of cheese would you like on your pizz ?
Text_1	Clerk	pizza*
Text_1	User	do you have <topping> provolone </topping> ?
Text_1	Clerk	Yes , we do !
Text_1	Clerk	Can I get you anything else ?
Text_1	User	nope , that ’ s it
Text_1	User	what ’ s the damage ?
Text_1	Clerk	Ok , your total will be $ <numeric> 17.92 </numeric>
Text_1	Clerk	How would you like to pay ?
Text_1	User	okay cool . can i just pay when I get there ?
Text_1	Clerk	Absolutely !
Text_1	Clerk	Thank you very much for ordering at Pizza Palace . We look forward to your visit !
Text_1	User	thx !
Text_2	Clerk	Hi , thanks for contacting Pomodoro Pizza ! Would you like to place an order for <modality> delivery </modality> or pick-up ?
Text_2	User	Pick up please !
Text_2	Clerk	Okay great ! What can I get for you ?
Text_2	User	Oh , I ’ ll have my usual .
Text_2	Clerk	Okay , looking at your past orders I see a <size> medium </size> pizza with chicken and <topping> sausage </topping> , and a diet coke . Is that correct ?
Text_2	User	Yes , thank you very much !
Text_2	User	And the chicken and <topping> sausage </topping> has light sauce , right ?
Text_2	Clerk	Yes , thank you for the reminder ! I will make sure we go light on the sauce .
Text_2	Clerk	is there anything else you would like in this order ?
Text_2	User	Nope , that ’ s it .
Text_2	Clerk	okay then , your total is $ 18.75 . We have a card on file for you . It ’ s a Visa ending in 1234 . Would you like us to charge this card ?
Text_2	User	Yes , please !
Text_2	Clerk	Okay , we ’ re all set then . Your order will be ready in <time> 30 minutes </time> .
Text_2	Clerk	Thank you for ordering from Pomodoro Pizza , we will see you soon !
Text_2	User	Thank you !
Text_3	Clerk	Hello , this is Joe with Tomato Bar , what can we get for you today ?
Text_3	User	Hello , I would like to get <quant> two </quant> calzones . One with meatballs and the other with veggies .
Text_3	Clerk	Our veggie calzone contains green pepper , onion , and <topping> mushrooms </topping> . Is that okay ?
Text_3	User	can i have red peppers instead of green ?
Text_3	Clerk	Yes ! Anything else for you today ?
Text_3	User	That ’ s it for me . Oh , also I have a paper gift certificate for $ 20 . It ’ s old but it doesn ’ t have any expiration date on it . Can I use this to pay when I come in to <modality> pick up </modality> my order ?
Text_3	Clerk	Yes , if it is a Tomato Bar gift card , it should be acceptable !
Text_3	Clerk	You ’ re total will be $ <numeric> 13.20 </numeric>
Text_3	User	Okay thank you , it does say Tomato Bar on it . So , when I use the gift certificate , will i get the remainder back in cash or will I receive a new gift certificate for the remaining amount ?
Text_3	Clerk	We can give you a new one with the remaining amount !
Text_3	User	Okay great thank you !
Text_3	Clerk	We ’ ll have your order ready in <time> 20 minutes </time> .
Text_4	Clerk	Hi , thank you for contacting us at Mama Mia ’ s . How can I help you today ?
Text_4	User	Hi how long are you orders taking right now
Text_4	Clerk	Right now our order time is estimated at <time> 45 minutes </time>
Text_4	User	Agh okay
Text_4	User	What ’ s the fastest item on your menu
Text_4	Clerk	our salads and pastas are a shorter fire time . we can have those ready for you in <time> 20 minutes </time>
Text_4	User	Ok I ’ ll take <quant> two </quant> salads .
Text_4	User	I can pay in advance , right
Text_4	Clerk	which salads would you like ? We have a green salad , a Caesar salad , and a roasted beet salad .
Text_4	Clerk	Yes , you can pay with me online .
Text_4	User	2 Caesar salds
Text_4	User	salads*
Text_4	User	My card is 0000-1111-0000-1111 , Visa
Text_4	Clerk	okay , terrific . your total is $ 14.35 . Can i get the expiration date on your card ?
Text_4	User	<numeric> 7/23 </numeric>
Text_4	Clerk	Okay , you are all set . We will everything ready for you in <time> 20 minutes </time>
Text_5	Clerk	hi welcome to giornos
Text_5	Clerk	what do you want
Text_5	User	Umm , hi .
Text_5	User	Can I have a <size> small </size> pizza with <topping> canadian bacon </topping>
Text_5	User	and also a order of italian chicken wings ?
Text_5	Clerk	okay
Text_5	Clerk	what size wings
Text_5	User	an 8 piece order
Text_5	Clerk	sorry we only have 6 or <numeric> 12 </numeric>
Text_5	Clerk	small or <size> large </size>
Text_5	User	okay , i will do a <size> small </size> then
Text_5	Clerk	total is <numeric> $ 15.59 </numeric>
Text_5	Clerk	<modality> pick up </modality> or <modality> delivery </modality>
Text_5	User	I ’ ll pick it up . Oh wait , do you guys sell bottles of wine for <modality> take out </modality> ?
Text_5	Clerk	no sorry
Text_5	User	okay , i ’ ll just get the food then . when will it be ready ?
Text_5	Clerk	40 minutes
Text_5	User	okay , thanks
Text_5	Clerk	thanks for ordering at giornos
Text_6	Clerk	Hello , thank you for calling Barolo . Are you placing an order for pick-up or <modality> delivery </modality> ?
Text_6	User	Hi , do I need to pay in advance ? Sorry , this is my first time ordering online .
Text_6	Clerk	Deliveries must be paid in advance but pick-up orders can be paid when you arrive to pick up your food .
Text_6	User	Ok in that case I will do pick-up , Thank you !
Text_6	User	What kind of pizzas do you offer ?
Text_6	Clerk	We have a few specialty pizzas , such as the wild mushroom and rosemary . We also have classic pizzas like <pizza_type> pepperoni </pizza_type> , supreme , etc… .
Text_6	Clerk	Or you can make your own pizza .
Text_6	Clerk	Here is a link to our menu if you would like to see which toppings we offer
Text_6	User	Ooh , what ’ s on the wild mushroom ?
Text_6	Clerk	That has seasonal crimini , shitake , and oyster <topping> mushrooms </topping> with an olive oil base , rosemary , and <topping> smoked provolone </topping> .
Text_6	User	Oh , that sounds good ! I will get that then .
Text_6	Clerk	okay , would you like anything else on this order ?
Text_6	User	That ’ s all !
Text_6	User	What time would it be ready ?
Text_6	Clerk	We can have this ready in <time> 20 minutes </time> for you
Text_6	User	Okay !
Text_6	Clerk	Thank you for ordering with Barolo , we will see you soon !
Text_7	Clerk	Hello , thank you for choosing Slice by Slice ! Will you be doing pick-up or <modality> delivery </modality> today ?
Text_7	User	Hi , I am actually contacting you because I had placed an order for <modality> pickup </modality> but when I came to the Pioneer Square location , it appears I accidentally ordered from the Ballard Location
Text_7	User	I can ’ t make it to Ballard . Is it possible I could have that order from Ballard delivered instead ?
Text_7	Clerk	Ah , I ’ m sorry about that ! If you can give us your name and order number we can have that delivered directly to you .
Text_7	User	Okay , phew thanks ! My order number is <numeric> 12345 </numeric> and my name is Kim Jones .
Text_7	Clerk	Ok , let ’ s see…
Text_7	Clerk	It looks like we have an order for <quant> one </quant> <size> small </size> <pizza_type> vegetarian </pizza_type> pizza and a side of breadsticks .
Text_7	Clerk	Is this your order ?
Text_7	User	yes that ’ s the one
Text_7	Clerk	Ok ! Where would you like your order delivered ?
Text_7	User	<address> 555 Ballard Avenue </address>
Text_7	Clerk	Ok ! We can have that delivered to you within 20 minutes .
Text_7	User	Okay , thanks for acccomodating that request !
Text_7	User	New
Text_7	Clerk	No problem . Thanks for your order !
Text_8	Clerk	Hello , thank you for contacting Parmesan Express
Text_8	Clerk	How can I help you ?
Text_8	User	Hello cna I get <quant> 2 </quant> ppperoni pizzas
Text_8	Clerk	2 pepperoni pizzas , sure . What size would you like ?
Text_8	User	how big is your medium ?
Text_8	Clerk	medium is <numeric> 13 inches </numeric>
Text_8	User	hmm how about <size> large </size>
Text_8	Clerk	the large is <numeric> 15 inches </numeric>
Text_8	User	ya ill do a <size> large </size>
Text_8	User	fr both
Text_8	Clerk	okay then . So that ’ s <quant> two </quant> <size> large </size> <pizza_type> pepperoni </pizza_type> pizzas for you . Anything else ?
Text_8	User	uhhhh
Text_8	User	nah
Text_8	User	wait soda ?
Text_8	Clerk	Sure , we have Coke , Diet Coke , Sprite , and Grape Faygo
Text_8	User	Sprite
Text_8	User	+ the 2 pizzas
Text_8	Clerk	Okay , then your total will be $ 28.17 . Will this be for <modality> delivery </modality> or pick-up ?
Text_8	User	delivry
Text_8	Clerk	Okay , what is your address ?
Text_8	User	10 woodland ave
Text_8	Clerk	Okay , terrific . And our delivery orders all take pre-payment . I can take your card info whenever you like
Text_8	User	uhhh
Text_8	User	do u take debit
Text_8	Clerk	as long as the card has a credit card logo ( MC , Visa etc.. ) then we can process that over the phone
Text_8	User	its mastercard
Text_8	Clerk	okay great , that will work then .
Text_8	User	1294-1294-1294-1294
Text_8	User	<numeric> 10/21 </numeric>
Text_8	Clerk	Okay , terrific . We are all set then . Your order will be delivered in approximately <time> 40 minutes </time>
Text_8	User	ok
Text_8	Clerk	Thank you , enjoy your pizza !
Text_9	Clerk	Hi , welcome to Caesar ’ s Salads and Pizzas !
Text_9	Clerk	Are you doing take-out or reservations
Text_9	User	I ’ m actually reaching out because I had placed an order for <modality> delivery </modality> , which just arrived , however one of the pizzas is missing
Text_9	Clerk	Ah I see . What was your order ?
Text_9	User	We had <address> 10 pizzas , 3 plain cheese , 5 </address> <pizza_type> pepperoni </pizza_type> , and 2 with <topping> mushrooms </topping> . We realized after the driver had left that we were missing one of the <pizza_type> pepperoni </pizza_type> pizzas
Text_9	User	the order number is <numeric> 12345 </numeric>
Text_9	Clerk	I see , sometimes that happens with big orders .
Text_9	Clerk	Hmm , I see an order for <quant> 3 </quant> <pizza_type> cheese </pizza_type> , <pizza_type> 4 pepperoni </pizza_type> , 2 mushroom .
Text_9	Clerk	We can have another <pizza_type> pepperoni </pizza_type> ready for you , but it will take <time> 20 minutes </time>
